,Kingdom,Phylum,Class,Order,Family,Genus,Species
d37c35f73fc21285f14723633ad2fbcd,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Sutterella, s__Sutterella stercoricanis
dcc6d139a6f9748f9e3e98e8d5453996,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__UBA935, g__UBA935
b8034126eca442d6af22e9b61d7d2314,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__CAG-628, s__CAG-628 sp003524085
21204a8e1477d6f8459a3d6931706f97,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
5ef8874fb64ba86453651739f78dffa4,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes_A_871400, s__Alistipes_A_871400 sp002362235
0cc8b1701c3b6757afb518733d4ef556,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, f__Bacteroidaceae, f__Bacteroidaceae
8be61dd3bde8796d1ecc4a0ad1670185,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
26215b17c56f68515e9a18460119440a,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, g__UBA6984, s__UBA6984 sp003258725
06e15d7725eafdf19f325bf07dbe5b6f,d__Bacteria, p__Desulfobacterota_I, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Bilophila, s__Bilophila wadsworthia
dea31594ce2697f1a98a41b441b83d38,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Lachnospira, s__Lachnospira eligens
8bc70ac0e16f6c8109b87180fbb432a9,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Eggerthellaceae, g__CAG-1427, s__CAG-1427 sp000435475
ed6680204776624d772cf0b70509a7b3,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Dialisteraceae, g__Dialister, s__Dialister sp900543165
f4f0a26e89f1199fcc9c5a631c17bbd8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Copromonas, s__Copromonas sp900066535
b4504056fc2e33f1bfe9685646d83769,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Duodenibacillus, s__Duodenibacillus massiliensis
d12e59471502034ef5ef8182d1624b13,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Mediterraneibacter_A_155507, s__Mediterraneibacter_A_155507 lactaris
1788402b717f54f58fd0e2cc9577840e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides_B_862066, s__Parabacteroides_B_862066 chinchillae
f45a0f6dc32e6455b53afd2225b30f5f,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, g__Cryptobacteroides, s__Cryptobacteroides sp900544195
0e8f5aa986cf46716c0f120cda775192,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164117, s__Agathobacter rectalis
852317638793551e9d42e17374d06621,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__UBA6382, s__UBA6382 sp002439755
9a4427a8387b2887cd3596632a95e9dc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__P3, f__P3, f__P3
e4f195476bffa394e3048063f99360ea,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA11471, g__UBA11471, g__UBA11471
ff3b60c65d82b4e8fbe925532cd7032d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eubacterium_I, g__Eubacterium_I
1e94779661e4a6778b720f4d0d5becf2,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, s__CAG-41 sp001941225
277baef31d2a9c480e6662402200cbaa,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UBA5026, s__UBA5026 sp900546745
2164154fa7695ad479db664058a676c9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, f__CAG-508, f__CAG-508
f7e9f9f1ca35f514b0d6f16c4c5866d2,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__RUG12438, s__RUG12438 sp902801685
f8d05891f7f5c024b88affd21815a93c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes_A_871400, s__Alistipes_A_871400 sp002362235
5fb8c0f720f2fc2bd3b66c68e46e9797,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
10bfe7c58ba9ecc2a02f842e5281f1a7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__CAG-485, s__CAG-485 sp900547755
08b245caad8eb0bc9ec8ec0dc9b98683,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, g__Cryptobacteroides, s__Cryptobacteroides sp000435075
b4ebf2edfdf7e2eb2786c348a9f5c3c9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
95fbef76a520d40c5cd24069a595c78a,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__RUG705, s__RUG705 sp900551455
e3b5a4a0bf06ad5a4ee1400fbee3665d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Lachnoclostridium_A_130679, s__Lachnoclostridium_A_130679 sp002160755
1b4279fb5d5c3026781163109d947ebc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella timonensis
d628d6c105d1423034ce7c441efa6bc1,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Vescimonas, g__Vescimonas
df37b62e507e32409df4885c1ad2ce14,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Phocaeicola_A_858004, s__Phocaeicola_A_858004 coprocola
68c7cf00d3a92cc0affe26ca70829314,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
b2386b8dda7f516245afe0735bce8366,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, g__Cryptobacteroides, s__Cryptobacteroides sp902792815
b9aa434209ab62ccdd28d7bca4b3961c,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
707a406d331940edfbd13c7c0761a2cb,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
10b20846f9308f0c2c5d600e7e31a0ea,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Barnesiellaceae, g__Barnesiella, s__Barnesiella intestinihominis
cde0169545ec6a72aa6e82322f2760b8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, g__Ruminococcus_E
2b60af4b16f6da065111f63607b654fc,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Odoribacter_865974, s__Odoribacter splanchnicus
f2b19b29e2ba9500d78b3070cb4b79cd,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Christensenellaceae, f__Christensenellaceae, f__Christensenellaceae
2dcf73982b5df5acd305298a932bed14,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Caproicibacterium, g__Caproicibacterium
64b707026fcb9b1d33b4aaf0ad941ffe,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__UBA737, s__UBA737 sp900547445
7c99b6026cd53fe9b11fbffd3be9a626,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Mobilisporobacter, g__Mobilisporobacter
1cb4ad774c3e762f69aeccc2611f16a9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, g__Ruminococcus_E
f457e16f822b62edb12854e48d6200e8,d__Bacteria, p__Eremiobacterota, c__Xenobia, o__Xenobiales, f__Xenobiaceae, g__Bruticola, g__Bruticola
a3824cacb3b0f21bdcb0dc114ebf7bca,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
6b7ed7e8efd386b1d748190156ede77c,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Parasutterella, s__Parasutterella sp009767915
f59c6ba10f108ef855bb3b66f85efff7,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251365
3245b87acc96d5c28942e7116730fd7b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
fa83eb2473d1fccb9adc0328c070c0f8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
d6afa81e32f8b65e5e9f9586a8b7ee3c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Pygmaiobacter, g__Pygmaiobacter
dca20f5eee3cc36134dbff0bd9e95ace,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Acholeplasmatales, f__Anaeroplasmataceae, g__Anaeroplasma, s__Anaeroplasma abactoclasticum
b0e56c25ca193e27096e8fb4eb560eee,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Eisenbergiella, s__Eisenbergiella tayi
326dacb7c1e5958b77ec58499f748361,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
85e76ce3fb4b1d35c973dd0ee79cfa26,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, f__Acutalibacteraceae, f__Acutalibacteraceae
61b7b6845747c0129e3415e1b979d1a0,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Clostridiales, f__Clostridiaceae_222000, g__Clostridium_P, s__Clostridium_P tarantellae
367978c2be648e1ff2080eeabdd96810,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309
7da9d25c37ce006aa32097dc9694d972,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__Limisoma, s__Limisoma sp900548875
cf4b54770d2ecc30fe3fe825d50520d4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164117, s__Agathobacter rectalis
5a40128089c3db9d3c7d37b7b42adf00,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
c6f2e9da8aa5a4543ea231be06acfc8b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__UBA932, g__Cryptobacteroides, s__Cryptobacteroides sp900544195
ce0ec5d148e2903558d31e7e2665f7d0,d__Bacteria, p__Spirochaetota, c__Brachyspirae, o__Brachyspirales, f__Brachyspiraceae, g__Brachyspira, s__Brachyspira aalborgi
59c338dd5ad556c524a221998894581d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Vescimonas, s__Vescimonas coprocola
832c1e41709fd1322cba15f1933cc4f5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Mediterraneibacter_A_155507, s__Mediterraneibacter_A_155507 faecis
5b083b98a7ce8216c163ec70c404259a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__CAG-74, g__SFMI01, g__SFMI01
7bd273091ce727c9bb978b32d68ddedf,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Caproicibacterium, g__Caproicibacterium
b7e2f0d91accda5232d0a896d8d859e0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Acetobacterales, f__Acetobacteraceae, g__Acetobacter, g__Acetobacter
a5d0ef319b6fe7662c9488b3b53f89f4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Fusicatenibacter, s__Fusicatenibacter saccharivorans
59cb547a6b4feb891fbea837ee49ef9d,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164119, g__Agathobacter_164119
46c2c4877967ffb8c7f6042154e964ff,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Eggerthellaceae, g__CAG-1427, s__CAG-1427 sp900542265
97953d7c8e1535fbf9328fd0eb70e279,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Muribaculaceae, g__CAG-485, s__CAG-485 sp002362485
18283543b72b0c7b9163acbae6c2957a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Alloprevotella, s__Alloprevotella sp002933955
a3ac823667f28d42b5d4771ad5cd85e1,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UMGS1449, g__UMGS1449
d611e03044e800bf023cfc92bec2106a,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Marinifilaceae, g__Butyricimonas, s__Butyricimonas paravirosa
0a6848be342dd7b210dcb6609cd079e8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
528ec8e99e32ce9a382c7ee73ec950ef,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Dialisteraceae, g__Dialister, s__Dialister sp900543165
4bd1b753b4ee7ecb48497138893dbe19,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Enterocloster, s__Enterocloster asparagiformis
9f7f3ba3f4074ff874d6d0cddf94f59f,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
7dbe512d89502ba9ee2bac4aeab425d7,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Campylobacter_B, g__Campylobacter_B
59568a8e7a00b7480101ab0360423f37,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, f__Bacteroidaceae, f__Bacteroidaceae
b641fe32cb306c79f3a44cb4ebc9dcfe,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Dysosmobacter, s__Dysosmobacter welbionis
826e95603304b2f066b07d2df2d47541,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Clostridium_AQ, s__Clostridium_AQ innocuum
d5deb9f01d20b0e28e2ff5b7b3777e58,d__Bacteria, p__Campylobacterota, c__Campylobacteria, o__Campylobacterales, f__Helicobacteraceae, g__Helicobacter_B, s__Helicobacter_B fennelliae
6fedd2e327d5c758d5df8408295ad0fa,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__Avispirillum, g__Avispirillum
a9d56c3fd8aa3bcef3217707f10ab93f,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Sutterella, s__Sutterella wadsworthensis_A_565869
9d54038414037dc21c87f3db6c19e49e,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella copri
20f8d7bdd78eb7c840bcfb9efe49489a,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309
bf5dff122250230b52ea9525c46bf935,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, g__Streptococcus
66c4277a3e709bc9fd8af1c6c4a9ce74,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, f__UBA660, f__UBA660
848d1b1661f9e2416cebc1669c230b69,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, f__Lachnospiraceae, f__Lachnospiraceae
a99cc66ebd4603d3eaa3b60b769e0fd1,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes_A_871400, s__Alistipes_A_871400 putredinis
bb983d2e80a33898434d1a7497ee8198,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__Avispirillum, g__Avispirillum
8ecb7bdf006494e16086301028ca8b9b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Christensenellales, f__Borkfalkiaceae, g__UBA1259, g__UBA1259
b8f9f62fa2768fe34c2852f87cc4b551,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-273, g__CAG-273
6d860023f7cb5928a25af41e9f53ed30,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas_A_859426, s__Porphyromonas_A_859426 bennonis
3024d0827344517a609bcbeea760a7ae,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Burkholderiales_595427, f__Burkholderiaceae_A_595427, g__Duodenibacillus, s__Duodenibacillus massiliensis
86ff0efd7fd88b82809500c90c4a7832,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Ruminococcaceae, g__Faecalibacterium, s__Faecalibacterium prausnitzii_C_71358
e41762cc23f5e2587c0cf089d877aeeb,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__UBA1381, f__UBA1381, g__CAG-41, g__CAG-41
418b01385d7ae2781ee125dff32859e4,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Roseburia, g__Roseburia
a2349c7c169a60b915e578cf0e68b3e0,d__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__RF32, f__CAG-977, g__UBA2903, g__UBA2903
826157c684db1f467c7b2fba94191dd6,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella sp002251365
40ac3979c05fe30df6ecfaaa78ae3e9f,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Butyricicoccaceae, g__Pseudobutyricicoccus, s__Pseudobutyricicoccus sp003477405
c071ad5f9b631ffecebb379deddd50e8,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Paludibacteraceae, g__RF16, s__RF16 sp002452095
c944afa59afac5baf4ba3624ee9432ee,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Caproicibacterium, g__Caproicibacterium
ea48b72fb4a9b588716f0edced157988,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
d25f4c04dd4e0af96ab1b4635b486cd5,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__RUG762, g__RUG762
6b88a55f398b6824dc3dd86dadc9d72f,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UBA6985, s__UBA6985 sp900314465
7061f1ffd016385e9dd10b5e474a58ab,d__Bacteria, p__Desulfobacterota_I, c__Desulfovibrionia, o__Desulfovibrionales, f__Desulfovibrionaceae, g__Bilophila, s__Bilophila wadsworthia
949870f288a73a382818d20c264efb8b,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483, c__Clostridia_258483
c53cb45aa3a5c035b584cf5072332641,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__RUG12438, s__RUG12438 sp902801685
336a4a1045cbbd75f64a363da111acc4,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria,d__Bacteria
a47817d5257ecf832986bfd05546dc23,d__Bacteria, p__Verrucomicrobiota, c__Lentisphaeria, o__Victivallales, f__Victivallaceae, g__Victivallis, s__Victivallis vadensis
13a1a80b1c69acf57591c7b2b3909edf,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, f__Gastranaerophilaceae, f__Gastranaerophilaceae
76b2875c79ca33a05092d040afa82fd0,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__TANB77, f__CAG-508, g__CAG-269, s__CAG-269 sp000431335
e0f3fe305d25d799ed2308630d95afaf,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Megasphaeraceae, g__Megasphaera_A_38685, s__Megasphaera_A_38685 elsdenii
651ee7aedbb7c7e4ed2e214edd55a035,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Onthomonas, g__Onthomonas
b2506d7e0328de8e0b8e68da4f7fad5e,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, g__Faecousia, s__Faecousia sp000434635
0317bff22d9373f68e31422655fa2112,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309, f__Oscillospiraceae_88309
6acfe69f470ceebec0cce442b1190fa9,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Pseudoruminococcus_A, g__Pseudoruminococcus_A
a8dc88a702913c5cf5bdc1a26eed6052,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
bdd2615281b2a66013a9da6660734436,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__Acutalibacteraceae, g__Ruminococcus_E, g__Ruminococcus_E
719e7f109eb6ac3be81be4d9809b1e1c,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Oscillospirales, f__CAG-272, g__QALR01, g__QALR01
496df700d3a63f6171eafba281eeba37,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides_B_862066, g__Parabacteroides_B_862066
9624ce4cefb03530aaafca65b645cfcc,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Faecalimonas, s__Faecalimonas sp000209385
663d5f684db5cda5de811ec62743b8b1,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Agathobacter_164117, s__Agathobacter rectalis
4ca5999b1a2d122933796e198176bb99,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella stercorea
a192e5e79bffa29db48b74de0d059ac4,d__Bacteria, p__Firmicutes_D, c__Bacilli, o__RF39, f__UBA660, g__UBA6448, s__UBA6448 sp012799635
c7a90c941c0e4f9bb14c04a0824b18ea,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, s__Prevotella hominis
373c28ea59a007058741bebcbdeddc24,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae, g__Alistipes_A_871404, s__Alistipes_A_871404 ihumii
4b25426777f47958d08b2a0eec15cfaf,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Coprococcus_A_121497, s__Coprococcus_A_121497 eutactus
05baaa78c1dc1367e4ce4a2bb97d93cf,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__CAG-632, s__CAG-632 sp900539185
11f265a133b4e11181743a37122f4bf0,d__Bacteria, p__Cyanobacteria, c__Vampirovibrionia, o__Gastranaerophilales, f__Gastranaerophilaceae, f__Gastranaerophilaceae, f__Gastranaerophilaceae
64047158420a8a9df9d35d8719329c5b,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Barnesiellaceae, g__Barnesiella, s__Barnesiella intestinihominis
91814d5c714526fa746a225497b0a854,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Tannerellaceae, g__Parabacteroides_B_862066, s__Parabacteroides_B_862066 distasonis
e894a732874a3f554e413ff7a49d0ec8,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Lachnospirales, f__Lachnospiraceae, g__Butyrivibrio_A_180067, s__Butyrivibrio_A_180067 crossotus
5303d8e22797dd472d97bad86ed6c2c4,d__Bacteria, p__Actinobacteriota, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__Collinsella, g__Collinsella
e9a8995e20c5ff0e9ccffdc77de72104,d__Bacteria, p__Bacteroidota, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Prevotella, g__Prevotella
a8b3ffa3e4fa2a257374ec187aeaf222,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Peptostreptococcales, f__Anaerovoracaceae, f__Anaerovoracaceae, f__Anaerovoracaceae
610d01f22168e220c6669dda64cf4031,d__Bacteria, p__Firmicutes_A, c__Clostridia_258483, o__Clostridiales, f__Clostridiaceae_222000, g__Clostridium_T, g__Clostridium_T
d39dba91c5b20e02a1bd90c195e64f49,d__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacterales_A_737866, f__Succinivibrionaceae, g__WG-1, s__WG-1 sp000222855
cebef7796ed469e9ce3860601f65ca7b,d__Bacteria, p__Firmicutes_C, c__Negativicutes, o__Veillonellales, f__Megasphaeraceae, g__Megasphaera_A_38685, s__Megasphaera_A_38685 elsdenii
